"LANGUAGE","APP_NAME","MODULE","LANG_CODE","VALUE","VERSION"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Back","Rücken","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_CapturePhoto","Foto aufnehmen","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Created","erstellt.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Description","Beschreibung","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Device","Gerät","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_DoNotGoBack","Gehen Sie nicht zurück oder aktualisieren Sie die Seite.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_EnterTitle","Geben Sie den Titel ein","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorDevices","Fehler beim Laden von 'Geräte'. Bitte erneut versuchen.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorLoading","Fehler beim Laden der Daten. Bitte versuchen Sie es erneut.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_InProgress","In Bearbeitung","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_IssueDetails","Problem Details","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_IssueLoadingData","Problem beim Laden der Daten","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Issues","Probleme","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_MaxUploadSize","Maximale Dateigröße für den Upload: %.1f MB.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_PleaseWaitLoading","Bitte warten Sie, während es geladen wird...","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_PullToRefresh","Zum Aktualisieren nach unten ziehen","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_RecordVideo","Video aufnehmen","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_SelectCategory","Wählen Sie die Kategorie.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_SelectSubCategory","Wählen Sie die Unterkategorie aus.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_SelectDeviceType","Wählen Sie den Gerätetyp*","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_SelectImages","Wählen Sie Bilder","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_SelectDevice","Wählen Sie das Gerät aus.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_FileExceedsSize","Diese Datei überschreitet die maximale Dateigröße von %.1f.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Title","Titel*","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_UnableToLoadData","Daten konnten nicht geladen werden. Bitte versuchen Sie es erneut.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Upload","Hochladen","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_AttachmentSingular","%lld Anhang","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_AttachmentPlural","%lld Anhänge","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_AddDetails","Fügen Sie hier Details hinzu.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Category","Kategorie","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorCategory","Fehler beim Laden von 'Kategorie'. Bitte erneut versuchen.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Retry","Wiederholen","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_SelectAll","Alles auswählen","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_StoreHealth","Gesundheitsspeicher","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_SubCategory","Unterkategorie*","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_TicketNumber","Ticket # -> Ticket #","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_TicketID","Ticket-ID:","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Uploaded","Hochgeladen (%lld von %lld)","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_AddAttachment","Anhang hinzufügen","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorDeviceType","Fehler beim Laden von 'Gerätetyp'. Bitte versuchen Sie es erneut.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_ErrorSubmitting","Fehler beim Einreichen des Problems. Bitte versuchen Sie es erneut.","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_New","Neu","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_NewIssue","Neue Ausgabe","1.0"
"de","NATIVE TICKET SDK","STATIC TEXT","NTS_Ok","Ok.","1.0"
